N,P,K,temperature,humidity,ph,rainfall,label,,,,,,,,,,,,,,,,,,,,,
23.079059301255597,74.33982192125266,18.32372077740588,24.389302541985728,33.70993144334318,4.991548383621612,172.63027410815485,pigeonpeas,,,,,,,,,,,,,,,,,,,,,
25.271403063552434,72.46748849396253,77.63575592777603,18.10341220427213,19.27723990641983,8.36107140885106,74.41326651171417,chickpea,,,,,,,,,,,,,,,,,,,,,
27.233324528169764,39.83012897265219,20.71742235262708,27.41232538342084,85.53828421136733,6.767720407396046,37.50307150950338,mungbean,,,,,,,,,,,,,,,,,,,,,
28.559689619425033,5.681588206599922,28.716428421632017,27.451061275747456,96.97909272934743,5.9757075560108035,172.99893977201324,coconut,,,,,,,,,,,,,,,,,,,,,
23.000284645752345,9.745896689078702,30.40687597627105,27.0479289405708,96.28266250101728,5.4130934095176695,161.04035677467638,coconut,,,,,,,,,,,,,,,,,,,,,
23.619594265422954,49.366384909927774,22.207364009336693,25.14867321102735,51.66045610624767,5.097162273268836,47.23593399317697,mothbeans,,,,,,,,,,,,,,,,,,,,,
105.56044399991193,16.17064313093493,45.586682812740534,25.049506347505975,84.7267962141795,6.507012874901567,53.838133475806075,watermelon,,,,,,,,,,,,,,,,,,,,,
18.001830520131357,57.79399867809879,22.60203600060627,23.25589261835513,46.39486149075666,7.189442511942398,139.2437504355138,pigeonpeas,,,,,,,,,,,,,,,,,,,,,
9.25932727777191,133.90785522237934,200.18056357418573,23.18395831902105,92.52060751963828,6.170525647397927,122.44167013557228,apple,,,,,,,,,,,,,,,,,,,,,
29.96016881749712,79.70077889273966,16.071503071074453,22.749669990892233,65.05691846364007,6.394487171688639,44.92932631849721,lentil,,,,,,,,,,,,,,,,,,,,,
14,67,22,23.82576704,24.75485098,5.624690247999999,84.64143632,kidneybeans,,,,,,,,,,,,,,,,,,,,,
65.38214573034648,38.836133281206344,33.303979208549336,25.901096520146872,45.67563980783207,6.815233955482887,149.81685358735513,coffee,,,,,,,,,,,,,,,,,,,,,
7.77711967342295,46.85559421147366,17.948063424826337,28.726791806070292,87.53956953484301,7.04138266661438,45.178217848374366,mungbean,,,,,,,,,,,,,,,,,,,,,
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,mango,,,,,,,,,,,,,,,,,,,,,
23,21,26,26.45488737,93.45042636,5.901495543999999,149.2220255,coconut,,,,,,,,,,,,,,,,,,,,,
18.528685252866865,59.46655374695362,19.48441084,28.149114365420076,83.56401376531659,6.960554308594462,51.360318178218684,mungbean,,,,,,,,,,,,,,,,,,,,,
61.84846227729081,66.9749574858179,49.78866020292157,32.9574666912482,92.13121870291428,6.776473319449599,162.70042770890043,papaya,,,,,,,,,,,,,,,,,,,,,
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice,,,,,,,,,,,,,,,,,,,,,
82.374539294208,50.617199529427,13.967946974649278,18.85165167928947,61.78913948736382,6.4337645540524395,78.1247587023708,maize,,,,,,,,,,,,,,,,,,,,,
28.1546872139123,39.83965904007956,22.424069912465583,26.9556996225266,60.82011343394489,8.221772438498881,39.26149949034823,mothbeans,,,,,,,,,,,,,,,,,,,,,
24,30,11,32.39523995,94.51768464,6.601395755,113.25373,orange,,,,,,,,,,,,,,,,,,,,,
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice,,,,,,,,,,,,,,,,,,,,,
99.05218594813412,100.55575647823743,51.577601687048784,24.403059548132834,80.39039812952818,5.912269063060061,121.07107346537992,banana,,,,,,,,,,,,,,,,,,,,,
54.67424888030417,58.898813543316706,51.86922784257921,34.31696918667645,90.8378883541952,6.799367012124955,76.53357337977076,papaya,,,,,,,,,,,,,,,,,,,,,
114.60198207222743,12.070171307807934,46.99294600109076,24.475343859797487,89.36697194840056,6.642470189190081,42.07677942098859,watermelon,,,,,,,,,,,,,,,,,,,,,
17.56826731725199,54.69498795231252,16.385689616950508,32.68773476576753,53.65085199342606,6.190734671354097,70.41743537224606,mothbeans,,,,,,,,,,,,,,,,,,,,,
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,mothbeans,,,,,,,,,,,,,,,,,,,,,
20.285935058079893,67.58850546519358,15.37838690955694,30.93623959680525,57.11219007075163,6.7119656212577405,123.56279455096764,pigeonpeas,,,,,,,,,,,,,,,,,,,,,
14.313059984782877,59.83064851753522,24.418437018903195,17.52701114493878,20.684693552142495,5.690796662286799,126.19331038383616,kidneybeans,,,,,,,,,,,,,,,,,,,,,
98.02508795948842,14.756867355884552,43.01705487045467,25.076749478579348,80.44053151510556,6.106250397622276,42.45087524622607,watermelon,,,,,,,,,,,,,,,,,,,,,
13.23877651503832,47.44191512187626,22.053466479162235,26.725894754997952,46.66738573122807,9.647413153839096,70.55677269200044,mothbeans,,,,,,,,,,,,,,,,,,,,,
0,76.8925999909721,23.130211212890927,20.374233612728606,21.61877194684112,5.721647709868943,89.25706332840485,kidneybeans,,,,,,,,,,,,,,,,,,,,,
96.810357716209,10.7680630254258,53.67901185206901,25.331524281620272,85.31855405345354,6.683400397745949,51.399507565349076,watermelon,,,,,,,,,,,,,,,,,,,,,
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,mango,,,,,,,,,,,,,,,,,,,,,
64.26695462896201,47.22224974960044,22.416474822477706,24.73987877979606,71.01265024018043,5.918684990772719,77.5604256363498,maize,,,,,,,,,,,,,,,,,,,,,
0.002481270579213657,55.91433414055213,28.04937932123762,28.613572648107688,49.04902318562021,5.027168457601238,41.73629680475153,mothbeans,,,,,,,,,,,,,,,,,,,,,
31.583983990226987,67.04894309596935,78.00044198393186,18.847800285682148,17.07601426176338,8.148391319723391,69.30326645979423,chickpea,,,,,,,,,,,,,,,,,,,,,
39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,pigeonpeas,,,,,,,,,,,,,,,,,,,,,
36.289138942350036,61.35341919337691,19.23841259243265,28.80397116508967,88.95831870520514,7.2444505297881605,53.48322429865704,mungbean,,,,,,,,,,,,,,,,,,,,,
74.87178585373147,57.575690440257105,45.974565714250325,25.21333666829283,91.15666297158407,7.263711297431493,159.7874561429988,jute,,,,,,,,,,,,,,,,,,,,,
18.448923474624326,141.04224472035176,197.06416466157677,34.30003114547077,83.99339355065872,5.666978191855133,68.44491401997654,grapes,,,,,,,,,,,,,,,,,,,,,
25.72389467577936,132.88493397416892,199.53358552422716,21.319729501779122,92.18539860184681,5.835361095633978,103.65629095891015,apple,,,,,,,,,,,,,,,,,,,,,
34.26772799158975,52.293448835168974,20.47292020196647,22.74624436030318,20.825331433942512,5.779255745910539,144.58498930468588,kidneybeans,,,,,,,,,,,,,,,,,,,,,
101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,watermelon,,,,,,,,,,,,,,,,,,,,,
33.353583134977804,42.2652243243115,30.94846118017748,32.612534686139504,47.430191935068684,6.567143950802589,93.11161702025807,mango,,,,,,,,,,,,,,,,,,,,,
46.387419907967754,68.00284033316665,20.277589660169614,32.90881133440633,66.99610808040903,6.793091148571144,66.9658771332559,blackgram,,,,,,,,,,,,,,,,,,,,,
5.629699808211882,56.76440298698853,13.717438678801496,32.97196012602508,50.591937790008956,5.240538006116478,57.15275215113657,mothbeans,,,,,,,,,,,,,,,,,,,,,
2,21,35,25.02887163,91.53720922,6.293662362999999,179.8248944,coconut,,,,,,,,,,,,,,,,,,,,,
7.37597380672617,56.58332453201969,18.894313050353205,27.04197273965646,50.769161060655954,8.843298954007354,51.651623884630936,mothbeans,,,,,,,,,,,,,,,,,,,,,
117,25,54,28.68275966,92.50969311,6.150686363999999,29.11187663,muskmelon,,,,,,,,,,,,,,,,,,,,,
3.5395931205446853,14.041463663086809,43.325089549852,19.637554599916747,90.53680491344312,6.432590545896501,106.84264467731074,pomegranate,,,,,,,,,,,,,,,,,,,,,
17.939429585936168,114.72753733897704,197.8854932954215,22.951154356964313,91.89842741730945,5.945542301386582,114.55446130628664,apple,,,,,,,,,,,,,,,,,,,,,
22.138985560673458,68.79346906587267,18.786981760893262,28.73083460297682,61.148540604489185,7.05987574911404,51.637505174678,lentil,,,,,,,,,,,,,,,,,,,,,
54.9376109416655,62.46248581223231,23.047657419476895,35.68897464393842,55.06252158589052,5.461630205310288,131.1950663604607,pigeonpeas,,,,,,,,,,,,,,,,,,,,,
63.856653721302806,58.568606479019046,40.68711386520698,24.27277496712583,76.73242528465892,7.121256232010763,192.94808574480015,jute,,,,,,,,,,,,,,,,,,,,,
93.65267627309976,15.520020264136008,47.156663289622024,25.524367427927327,89.00961430067119,6.633948518386009,58.45837815322026,watermelon,,,,,,,,,,,,,,,,,,,,,
114.54260527456631,26.18361191842489,30.544938315916653,22.912188326289524,58.474047977874235,6.5856044300544685,169.8119149524128,coffee,,,,,,,,,,,,,,,,,,,,,
128.84211557685904,44.199025293803594,21.634983415061747,23.046657486906366,77.1640187587653,7.991713685621612,80.23076343027702,cotton,,,,,,,,,,,,,,,,,,,,,
13,74,25,24.12192608,61.09533545,6.461618577,44.23629285,lentil,,,,,,,,,,,,,,,,,,,,,
32.45298179053584,133.53274706482034,203.3982101610729,23.008422336402855,91.54946730673456,6.043109364233154,111.09297604956173,apple,,,,,,,,,,,,,,,,,,,,,
12.890802144696226,128.7355732632295,204.78406294213082,22.308524293344316,91.08928180042436,6.114231949004097,118.25359505633666,apple,,,,,,,,,,,,,,,,,,,,,
73.99025748482164,42.230889443904644,41.07929412525531,22.763488036819307,82.8051479930649,6.23701197545883,227.73435074120817,rice,,,,,,,,,,,,,,,,,,,,,
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,chickpea,,,,,,,,,,,,,,,,,,,,,
24.078011844275903,43.16182736920256,21.637575981202907,28.86994885643077,48.95699701825773,8.80941454014379,68.60727341901583,mothbeans,,,,,,,,,,,,,,,,,,,,,
49.33426825714976,51.956146319500924,38.67763081453009,23.556862224837598,80.04400004747566,7.097265802222227,161.0477929042018,jute,,,,,,,,,,,,,,,,,,,,,
92.90632122680577,54.76150975177874,38.78280868094761,25.63612661628626,83.61707600518078,6.986088324043886,169.22682221358275,jute,,,,,,,,,,,,,,,,,,,,,
72.43768688514655,52.923285911185545,41.9237960753518,21.90091608720262,83.36255263748076,5.8427692721349915,202.33520328267693,rice,,,,,,,,,,,,,,,,,,,,,
9.985057807460617,11.639844297238247,5,21.561668384347705,95.31904347537285,7.721964460605085,107.80347753024854,orange,,,,,,,,,,,,,,,,,,,,,
117.79221879982727,47.024309151029975,20.020469921073534,23.91775844036874,79.45318251854472,7.669238859706472,91.98706315989998,cotton,,,,,,,,,,,,,,,,,,,,,
110.3015332210941,22.250456394397688,26.142704104125936,24.374149996018588,52.57873674770927,6.395725330445158,165.04315636620714,coffee,,,,,,,,,,,,,,,,,,,,,
45.91989573719516,59.50572317432076,50.376666444368446,33.000671082936975,90.82333328379423,7.051109261608866,157.97162394313062,papaya,,,,,,,,,,,,,,,,,,,,,
32.777745307596014,71.93070961648017,19.608600255058843,33.7256843444553,67.70199147440994,6.860886074068313,65.02746224078561,blackgram,,,,,,,,,,,,,,,,,,,,,
93.31176673560921,33.77464565814826,31.996778198294102,26.230319843689667,53.65394757665877,7.139666724453679,166.40536498256023,coffee,,,,,,,,,,,,,,,,,,,,,
115.49288341142773,10.613210172863837,50.728504786646006,29.778290421340685,92.63272984073573,6.58804627319568,25.403405958596984,muskmelon,,,,,,,,,,,,,,,,,,,,,
19.02550747497494,10.718406505769638,41.741301143602115,22.08237070661372,89.41260455036988,5.872550444277045,108.10699993312386,pomegranate,,,,,,,,,,,,,,,,,,,,,
8.909136284317423,35.15814737430893,28.810675185097196,33.98430388228251,50.856921096674505,6.683335542665941,97.01378100655218,mango,,,,,,,,,,,,,,,,,,,,,
32.85428083078954,66.4579107634411,78.53661535302474,18.335745176595818,17.01220937910969,7.58985972754574,62.87136161879731,chickpea,,,,,,,,,,,,,,,,,,,,,
17.64635003321205,52.80540531760417,24.174720230215087,27.385230299719087,83.34334520292116,6.73900276845999,61.151374251692175,mungbean,,,,,,,,,,,,,,,,,,,,,
74.03745204803634,36.703111693834046,18.218078337248226,21.61255129354511,65.4553660113358,6.267662521985132,71.47343479033458,maize,,,,,,,,,,,,,,,,,,,,,
98.67568719819658,63.260706444016165,16.381524728911202,22.469458161573815,82.16281445777075,6.955149510753234,86.89807467417914,cotton,,,,,,,,,,,,,,,,,,,,,
107.43927469532349,88.11603206505102,51.64359472719219,28.331952321937834,74.83784768272014,6.35936291168117,104.65749895614118,banana,,,,,,,,,,,,,,,,,,,,,
117.96101408820277,51.07727081619591,17.780512699997384,25.519830589523295,83.09600190439724,7.371612495670313,100.690015258587,cotton,,,,,,,,,,,,,,,,,,,,,
102.20548551055633,47.25276418180706,19.008339379381233,23.563272176484144,83.25503204871329,7.673654848125638,67.2955025116861,cotton,,,,,,,,,,,,,,,,,,,,,
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,mungbean,,,,,,,,,,,,,,,,,,,,,
127.22254742304543,50.643985080033886,15.29829242489076,23.82182977238287,75.67633549365972,6.102382904259586,73.32001069493101,cotton,,,,,,,,,,,,,,,,,,,,,
94.579838732088,38.869301612144994,29.52498810777053,27.3803391640561,56.12152854135558,7.103070847587598,146.58938026803526,coffee,,,,,,,,,,,,,,,,,,,,,
29.23341022840536,73.07304228937144,27.2913485493847,28.910447036521383,68.02232796919301,7.013045619119749,67.8635347613433,blackgram,,,,,,,,,,,,,,,,,,,,,
130.77075552831178,41.188080390847766,21.89619119718096,24.312476327875515,80.76338814859027,7.769415893008954,89.47634276171938,cotton,,,,,,,,,,,,,,,,,,,,,
27.824181306382506,69.55410049970868,18.50965036332596,36.65763027214212,66.76505313714519,7.825529789662094,65.66793346612006,blackgram,,,,,,,,,,,,,,,,,,,,,
44,74,85,20.18649426,19.63719995,7.150681303,78.26039559,chickpea,,,,,,,,,,,,,,,,,,,,,
108.46374486766926,34.20905317817976,27.390381433066416,27.39633114221778,59.86424101120292,6.492597676483161,177.56362608949394,coffee,,,,,,,,,,,,,,,,,,,,,
80.51388236574051,48.197068627484654,41.49535176149686,23.97953252140717,78.80544433693338,6.616804871045862,189.55374736500963,jute,,,,,,,,,,,,,,,,,,,,,
43.363009181459574,69.39953600547693,19.869699504765386,33.62726952257443,65.66322310099618,7.49318728667605,138.06598258598737,pigeonpeas,,,,,,,,,,,,,,,,,,,,,
18.650689400388103,45.79983228926707,23.162623178943555,25.76712370249988,63.98305362998792,9.157731925210488,20.998552517434373,mothbeans,,,,,,,,,,,,,,,,,,,,,
122.26448856905205,41.17054679519441,18.309918922236385,22.6139716441755,75.87913023366195,5.7261755952161515,83.3320623370945,cotton,,,,,,,,,,,,,,,,,,,,,
33.94244254627547,62.689377818229175,20.177031956050378,26.44931353942642,67.96091396872177,6.833219714187796,47.431878867103094,lentil,,,,,,,,,,,,,,,,,,,,,
77.1207797230013,48.58537514644989,19.535465468011175,26.383880937335434,64.05729439578764,5.938616103178261,95.69100069538267,maize,,,,,,,,,,,,,,,,,,,,,
114.37582416766955,30.269015859472603,53.584579381427424,25.122988938610238,88.5939548950873,6.484826705197989,56.57050892657745,watermelon,,,,,,,,,,,,,,,,,,,,,
68.3975698941662,27.274224087149413,31.614928581987567,24.967124785756347,61.89497762422618,6.349123505284543,134.60722939258793,coffee,,,,,,,,,,,,,,,,,,,,,
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean,,,,,,,,,,,,,,,,,,,,,
93.69148750127961,12.124349555841262,47.086485195830264,29.012695522912548,92.30653880464209,6.160416479591339,27.15076811275146,muskmelon,,,,,,,,,,,,,,,,,,,,,
37.54520446739582,74.85468014167687,21.000611937818114,26.507430400489614,62.05489488924049,5.13810564472636,175.22754946381875,pigeonpeas,,,,,,,,,,,,,,,,,,,,,
98.28978708169156,18.1312180280115,50.69232007179277,28.22826810338561,91.90210987293428,6.228187980424855,25.354777832482274,muskmelon,,,,,,,,,,,,,,,,,,,,,
94,89,48,28.55980972,84.51602322,5.653437902,111.0843029,banana,,,,,,,,,,,,,,,,,,,,,
29.291727669016954,20.02179221885946,25.642959772842442,34.24989466594039,47.94879277877364,5.650737341776226,94.37282610074769,mango,,,,,,,,,,,,,,,,,,,,,
93.18765359330158,25.489504368088326,26.588551506966258,24.654437260178767,66.51076216652405,7.412319284479225,177.97328897755625,coffee,,,,,,,,,,,,,,,,,,,,,
104,25,51,28.96361426,93.88482153,6.469983276000002,23.56130173,muskmelon,,,,,,,,,,,,,,,,,,,,,
36.14569547350657,51.58350560114633,20.537065492830273,28.497903306667624,52.4248168861387,3.9444875917030866,54.05984060465839,mothbeans,,,,,,,,,,,,,,,,,,,,,
15.190334031443445,39.69333882671603,20.589162479061425,29.163423840899682,61.81790076204564,7.915907745648046,65.80832236096597,mothbeans,,,,,,,,,,,,,,,,,,,,,
94.6521960549192,72.42440926735469,48.63309696970205,29.33526791317088,79.65348818818522,5.605309461092009,108.8680800036289,banana,,,,,,,,,,,,,,,,,,,,,
93,47,37,21.53346343,82.14004101,6.500343222000001,295.9248796,rice,,,,,,,,,,,,,,,,,,,,,
27.003941134645682,20.53586762442978,26.377416609814354,30.281696340087517,50.83710418357906,6.030611613311423,91.93543749581427,mango,,,,,,,,,,,,,,,,,,,,,
86.28557506585315,11.608118210808394,53.27361217209617,28.28502203441907,92.37275841655756,6.390671426443122,28.495503832993883,muskmelon,,,,,,,,,,,,,,,,,,,,,
85.65901228281487,21.27180175667332,46.39374457478849,26.223015540171808,84.33592398308733,6.582361886837242,54.775857041821794,watermelon,,,,,,,,,,,,,,,,,,,,,
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize,,,,,,,,,,,,,,,,,,,,,
110.20002423340564,49.61676816420984,15.148648379804104,25.072143578364354,80.48559896479233,7.843530730547837,84.5975995411999,cotton,,,,,,,,,,,,,,,,,,,,,
22.700498228432828,62.06875950958992,22.37564177667342,30.86936776662149,62.38593143099762,7.336716131292065,64.51738229480884,blackgram,,,,,,,,,,,,,,,,,,,,,
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice,,,,,,,,,,,,,,,,,,,,,
73.71900697844542,50.46980428195294,18.8911330964535,20.74819780247241,70.27448153220038,5.969035096467528,88.36018011210952,maize,,,,,,,,,,,,,,,,,,,,,
93.25662356690732,22.128701023770184,51.568639880005826,24.6468013543296,85.16837017704829,6.36488318354383,51.230906653294014,watermelon,,,,,,,,,,,,,,,,,,,,,
113.11015844625732,41.63634460849388,24.303504076104893,24.660095480954308,83.1600310823224,7.612418043377222,80.49640393862563,cotton,,,,,,,,,,,,,,,,,,,,,
125.531855157764,22.550757492030527,32.62186830031389,25.49264294798855,66.53429263880878,6.975521261620233,147.66105197973474,coffee,,,,,,,,,,,,,,,,,,,,,
80.93848026171426,47.179659117264784,35.9995330169393,25.63139710661655,81.59732457787422,6.339347902545557,191.26651389693382,jute,,,,,,,,,,,,,,,,,,,,,
14.780171695841567,7.484231557825037,5,19.39722908947532,88.70756645492072,7.862507329989601,106.24661817135171,orange,,,,,,,,,,,,,,,,,,,,,
86.84742150215637,44.20875785521311,43.44047452957913,25.15054195764891,72.43056893306034,6.605499491004345,170.89804332737106,jute,,,,,,,,,,,,,,,,,,,,,
90.18454797958705,77.3652668583668,49.34258135615498,26.659552782081125,74.21780054854955,5.698983812268786,120.19379015775976,banana,,,,,,,,,,,,,,,,,,,,,
11.591471480340847,128.74519325546592,200.9648424824748,23.12090008790037,92.9817506079248,5.637383025282457,118.70906215839018,apple,,,,,,,,,,,,,,,,,,,,,
9.868314694217469,49.75150007024166,17.889478116746467,28.51963764474053,87.80494957314166,6.576218077790805,36.70322536525853,mungbean,,,,,,,,,,,,,,,,,,,,,
37.423039962327934,27.953399454206757,5,22.549214185380592,89.51935289853284,6.825983492807068,107.0238399696129,orange,,,,,,,,,,,,,,,,,,,,,
51.24463713792577,66.34235918798014,18.995362331527076,28.64909915412215,63.80742718127628,7.549261452151161,70.92263121854612,blackgram,,,,,,,,,,,,,,,,,,,,,
8.070412367938502,31.799343475044125,26.94076428719625,30.86273265642068,48.495930026075165,6.401062386762937,94.19616415326786,mango,,,,,,,,,,,,,,,,,,,,,
92,35,40,22.17931888,80.33127223,6.3573893660000005,200.0882787,rice,,,,,,,,,,,,,,,,,,,,,
15.855191231459097,27.668163146860056,30.89231154940736,31.97230075202393,49.16849132697194,6.309014092159439,91.35570322417051,mango,,,,,,,,,,,,,,,,,,,,,
13,126,204,23.1094265,92.79630809,6.3831802710000005,108.183792,apple,,,,,,,,,,,,,,,,,,,,,
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,rice,,,,,,,,,,,,,,,,,,,,,
16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,grapes,,,,,,,,,,,,,,,,,,,,,
73.38740474155644,62.40606174362902,16.913619063196172,28.560222705192018,67.06353218284919,7.543255275830428,67.58074458908615,blackgram,,,,,,,,,,,,,,,,,,,,,
25.400109396511102,52.651520762056876,21.97067560996395,28.491020720845075,81.96262040682838,7.241127839298012,64.09044380132896,mungbean,,,,,,,,,,,,,,,,,,,,,
82,18,48,29.09588297,94.16748386,6.1590508160000015,26.70581328,muskmelon,,,,,,,,,,,,,,,,,,,,,
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize,,,,,,,,,,,,,,,,,,,,,
25.021436261491154,7.94070671040148,8.513370831937566,21.83806949912628,90.69763704226924,6.92848043540092,106.13055887021594,orange,,,,,,,,,,,,,,,,,,,,,
5.18404914914916,137.65750602223892,197.06086236059562,22.17098751531575,92.01185550098972,6.248196647342596,106.80266175319643,apple,,,,,,,,,,,,,,,,,,,,,
124.4107848157762,13.837315882597911,48.020238431880514,28.543591881188775,91.65918671426209,6.148745220894197,26.116160811693273,muskmelon,,,,,,,,,,,,,,,,,,,,,
66.91148884982147,56.366488777385094,36.02278901794546,26.13238265689089,71.7172685345017,6.748607747629153,175.97046766742756,jute,,,,,,,,,,,,,,,,,,,,,
28.211190820111085,24.97856781039505,43.763005061966204,20.593248642311064,94.52252401019778,6.8755758135103315,108.56992057162469,pomegranate,,,,,,,,,,,,,,,,,,,,,
22.109448890134935,10.865914248830903,31.229836620039887,27.367337557338708,95.30930725872042,6.438492929897926,168.0434141124633,coconut,,,,,,,,,,,,,,,,,,,,,
41.38295806653455,62.36919388999986,17.775695003686867,32.850036597273835,66.97488172261646,7.613674587902327,67.62187573524791,blackgram,,,,,,,,,,,,,,,,,,,,,
30.786158428423157,130.73103408369548,201.98854211804868,17.222580891700613,81.53932700555724,6.371845587340533,70.13016545283969,grapes,,,,,,,,,,,,,,,,,,,,,
99,19,33,27.536454700000004,55.51673151,6.273741983,130.6377143,coffee,,,,,,,,,,,,,,,,,,,,,
